V1	V2	V3
Fin_Ene_Ind_Che_Amm_Gas_BioEne	Final Energy|Industry|Chemicals|Ammonia|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Amm_Gas_Fos	Final Energy|Industry|Chemicals|Ammonia|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Che_Amm_Gas_Hyd_syn	Final Energy|Industry|Chemicals|Ammonia|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Amm_Heat	Final Energy|Industry|Chemicals|Ammonia|Heat	EJ/yr
Fin_Ene_Ind_Che_Amm_Hyd	Final Energy|Industry|Chemicals|Ammonia|Hydrogen	EJ/yr
Fin_Ene_Ind_Che_Amm_Liq	Final Energy|Industry|Chemicals|Ammonia|Liquids	EJ/yr
Fin_Ene_Ind_Che_Amm_Liq_BioEne	Final Energy|Industry|Chemicals|Ammonia|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Amm_Liq_Fos	Final Energy|Industry|Chemicals|Ammonia|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Amm_Liq_Hyd_syn	Final Energy|Industry|Chemicals|Ammonia|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Amm_Oth	Final Energy|Industry|Chemicals|Ammonia|Other	EJ/yr
Fin_Ene_Ind_Che_Amm_Solids	Final Energy|Industry|Chemicals|Ammonia|Solids	EJ/yr
Fin_Ene_Ind_Che_Amm_SolidsBioEne	Final Energy|Industry|Chemicals|Ammonia|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Amm_SolidsFos	Final Energy|Industry|Chemicals|Ammonia|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Ele	Final Energy|Industry|Chemicals|Electricity	EJ/yr
Fin_Ene_Ind_Che_Gas	Final Energy|Industry|Chemicals|Gases	EJ/yr
Fin_Ene_Ind_Che_Gas_BioEne	Final Energy|Industry|Chemicals|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Gas_Fos	Final Energy|Industry|Chemicals|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Che_Gas_Hyd_syn	Final Energy|Industry|Chemicals|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Heat	Final Energy|Industry|Chemicals|Heat	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Ele	Final Energy|Industry|Chemicals|High value chemicals|Electricity	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Gas	Final Energy|Industry|Chemicals|High value chemicals|Gases	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Gas_BioEne	Final Energy|Industry|Chemicals|High value chemicals|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Gas_Fos	Final Energy|Industry|Chemicals|High value chemicals|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Gas_Hyd_syn	Final Energy|Industry|Chemicals|High value chemicals|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Heat	Final Energy|Industry|Chemicals|High value chemicals|Heat	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Hyd	Final Energy|Industry|Chemicals|High value chemicals|Hydrogen	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Liq	Final Energy|Industry|Chemicals|High value chemicals|Liquids	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Liq_BioEne	Final Energy|Industry|Chemicals|High value chemicals|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Liq_Fos	Final Energy|Industry|Chemicals|High value chemicals|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Liq_Hyd_syn	Final Energy|Industry|Chemicals|High value chemicals|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Oth	Final Energy|Industry|Chemicals|High value chemicals|Other	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_Solids	Final Energy|Industry|Chemicals|High value chemicals|Solids	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_SolidsBioEne	Final Energy|Industry|Chemicals|High value chemicals|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Hig_val_che_SolidsFos	Final Energy|Industry|Chemicals|High value chemicals|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Hyd	Final Energy|Industry|Chemicals|Hydrogen	EJ/yr
Fin_Ene_Ind_Che_Liq	Final Energy|Industry|Chemicals|Liquids	EJ/yr
Fin_Ene_Ind_Che_Liq_BioEne	Final Energy|Industry|Chemicals|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Liq_Fos	Final Energy|Industry|Chemicals|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Liq_Hyd_syn	Final Energy|Industry|Chemicals|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Met_Ele	Final Energy|Industry|Chemicals|Methanol|Electricity	EJ/yr
Fin_Ene_Ind_Che_Met_Gas	Final Energy|Industry|Chemicals|Methanol|Gases	EJ/yr
Fin_Ene_Ind_Che_Met_Gas_BioEne	Final Energy|Industry|Chemicals|Methanol|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Met_Gas_Fos	Final Energy|Industry|Chemicals|Methanol|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Che_Met_Gas_Hyd_syn	Final Energy|Industry|Chemicals|Methanol|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Met_Heat	Final Energy|Industry|Chemicals|Methanol|Heat	EJ/yr
Fin_Ene_Ind_Che_Met_Hyd	Final Energy|Industry|Chemicals|Methanol|Hydrogen	EJ/yr
Fin_Ene_Ind_Che_Met_Liq	Final Energy|Industry|Chemicals|Methanol|Liquids	EJ/yr
Fin_Ene_Ind_Che_Met_Liq_BioEne	Final Energy|Industry|Chemicals|Methanol|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Met_Liq_Fos	Final Energy|Industry|Chemicals|Methanol|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Met_Liq_Hyd_syn	Final Energy|Industry|Chemicals|Methanol|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Met_Oth	Final Energy|Industry|Chemicals|Methanol|Other	EJ/yr
Fin_Ene_Ind_Che_Met_Solids	Final Energy|Industry|Chemicals|Methanol|Solids	EJ/yr
Fin_Ene_Ind_Che_Met_SolidsBioEne	Final Energy|Industry|Chemicals|Methanol|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Met_SolidsFos	Final Energy|Industry|Chemicals|Methanol|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Oth	Final Energy|Industry|Chemicals|Other	EJ/yr
Fin_Ene_Ind_Che_Oth_Ele	Final Energy|Industry|Chemicals|Other|Electricity	EJ/yr
Fin_Ene_Ind_Che_Oth_Gas	Final Energy|Industry|Chemicals|Other|Gases	EJ/yr
Fin_Ene_Ind_Che_Oth_Gas_BioEne	Final Energy|Industry|Chemicals|Other|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Oth_Gas_Fos	Final Energy|Industry|Chemicals|Other|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Che_Oth_Gas_Hyd_syn	Final Energy|Industry|Chemicals|Other|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Oth_Heat	Final Energy|Industry|Chemicals|Other|Heat	EJ/yr
Fin_Ene_Ind_Che_Oth_Hyd	Final Energy|Industry|Chemicals|Other|Hydrogen	EJ/yr
Fin_Ene_Ind_Che_Oth_Liq	Final Energy|Industry|Chemicals|Other|Liquids	EJ/yr
Fin_Ene_Ind_Che_Oth_Liq_BioEne	Final Energy|Industry|Chemicals|Other|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Oth_Liq_Fos	Final Energy|Industry|Chemicals|Other|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Oth_Liq_Hyd_syn	Final Energy|Industry|Chemicals|Other|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Che_Oth_Oth	Final Energy|Industry|Chemicals|Other|Other	EJ/yr
Fin_Ene_Ind_Che_Oth_Solids	Final Energy|Industry|Chemicals|Other|Solids	EJ/yr
Fin_Ene_Ind_Che_Oth_SolidsBioEne	Final Energy|Industry|Chemicals|Other|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_Oth_SolidsFos	Final Energy|Industry|Chemicals|Other|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Che_Solids	Final Energy|Industry|Chemicals|Solids	EJ/yr
Fin_Ene_Ind_Che_SolidsBioEne	Final Energy|Industry|Chemicals|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Che_SolidsFos	Final Energy|Industry|Chemicals|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Gas_BioEne	Final Energy|Industry|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Gas_Fos	Final Energy|Industry|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Gas_Hyd_syn	Final Energy|Industry|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Liq_BioEne	Final Energy|Industry|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Liq_Fos	Final Energy|Industry|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Liq_Hyd_syn	Final Energy|Industry|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Non_met_Ele	Final Energy|Industry|Non-ferrous metals|Electricity	EJ/yr
Fin_Ene_Ind_Non_met_Gas	Final Energy|Industry|Non-ferrous metals|Gases	EJ/yr
Fin_Ene_Ind_Non_met_Gas_BioEne	Final Energy|Industry|Non-ferrous metals|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Non_met_Gas_Fos	Final Energy|Industry|Non-ferrous metals|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Non_met_Gas_Hyd_syn	Final Energy|Industry|Non-ferrous metals|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Non_met_Heat	Final Energy|Industry|Non-ferrous metals|Heat	EJ/yr
Fin_Ene_Ind_Non_met_Hyd	Final Energy|Industry|Non-ferrous metals|Hydrogen	EJ/yr
Fin_Ene_Ind_Non_met_Liq	Final Energy|Industry|Non-ferrous metals|Liquids	EJ/yr
Fin_Ene_Ind_Non_met_Liq_BioEne	Final Energy|Industry|Non-ferrous metals|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Non_met_Liq_Fos	Final Energy|Industry|Non-ferrous metals|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Non_met_Liq_Hyd_syn	Final Energy|Industry|Non-ferrous metals|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Non_met_Oth	Final Energy|Industry|Non-ferrous metals|Other	EJ/yr
Fin_Ene_Ind_Non_met_Solids	Final Energy|Industry|Non-ferrous metals|Solids	EJ/yr
Fin_Ene_Ind_Non_met_SolidsBioEne	Final Energy|Industry|Non-ferrous metals|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Non_met_SolidsFos	Final Energy|Industry|Non-ferrous metals|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Oth_Ele	Final Energy|Industry|Other|Electricity	EJ/yr
Fin_Ene_Ind_Oth_Gas	Final Energy|Industry|Other|Gases	EJ/yr
Fin_Ene_Ind_Oth_Gas_BioEne	Final Energy|Industry|Other|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Oth_Gas_Fos	Final Energy|Industry|Other|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Oth_Gas_Hyd_syn	Final Energy|Industry|Other|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Oth_Heat	Final Energy|Industry|Other|Heat	EJ/yr
Fin_Ene_Ind_Oth_Hyd	Final Energy|Industry|Other|Hydrogen	EJ/yr
Fin_Ene_Ind_Oth_Liq	Final Energy|Industry|Other|Liquids	EJ/yr
Fin_Ene_Ind_Oth_Liq_BioEne	Final Energy|Industry|Other|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Oth_Liq_Fos	Final Energy|Industry|Other|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Oth_Liq_Hyd_syn	Final Energy|Industry|Other|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Oth_Oth	Final Energy|Industry|Other|Other	EJ/yr
Fin_Ene_Ind_Oth_Solids	Final Energy|Industry|Other|Solids	EJ/yr
Fin_Ene_Ind_Oth_SolidsBioEne	Final Energy|Industry|Other|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Oth_SolidsFos	Final Energy|Industry|Other|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Pla_Ele	Final Energy|Industry|Plastics|Electricity	EJ/yr
Fin_Ene_Ind_Pla_Gas	Final Energy|Industry|Plastics|Gases	EJ/yr
Fin_Ene_Ind_Pla_Gas_BioEne	Final Energy|Industry|Plastics|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Pla_Gas_Fos	Final Energy|Industry|Plastics|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Pla_Gas_Hyd_syn	Final Energy|Industry|Plastics|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Pla_Heat	Final Energy|Industry|Plastics|Heat	EJ/yr
Fin_Ene_Ind_Pla_Hyd	Final Energy|Industry|Plastics|Hydrogen	EJ/yr
Fin_Ene_Ind_Pla_Liq	Final Energy|Industry|Plastics|Liquids	EJ/yr
Fin_Ene_Ind_Pla_Liq_BioEne	Final Energy|Industry|Plastics|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Pla_Liq_Fos	Final Energy|Industry|Plastics|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Pla_Liq_Hyd_syn	Final Energy|Industry|Plastics|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Pla_Oth	Final Energy|Industry|Plastics|Other	EJ/yr
Fin_Ene_Ind_Pla_Solids	Final Energy|Industry|Plastics|Solids	EJ/yr
Fin_Ene_Ind_Pla_SolidsBioEne	Final Energy|Industry|Plastics|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Pla_SolidsFos	Final Energy|Industry|Plastics|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Ele	Final Energy|Industry|Pulp and Paper|Electricity	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Gas	Final Energy|Industry|Pulp and Paper|Gases	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Gas_BioEne	Final Energy|Industry|Pulp and Paper|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Gas_Fos	Final Energy|Industry|Pulp and Paper|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Gas_Hyd_syn	Final Energy|Industry|Pulp and Paper|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Heat	Final Energy|Industry|Pulp and Paper|Heat	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Hyd	Final Energy|Industry|Pulp and Paper|Hydrogen	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Liq	Final Energy|Industry|Pulp and Paper|Liquids	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Liq_BioEne	Final Energy|Industry|Pulp and Paper|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Liq_Fos	Final Energy|Industry|Pulp and Paper|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Liq_Hyd_syn	Final Energy|Industry|Pulp and Paper|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Oth	Final Energy|Industry|Pulp and Paper|Other	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_Solids	Final Energy|Industry|Pulp and Paper|Solids	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_SolidsBioEne	Final Energy|Industry|Pulp and Paper|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Pul_and_Pap_SolidsFos	Final Energy|Industry|Pulp and Paper|Solids|Fossil	EJ/yr
Fin_Ene_Ind_Ste_Ele	Final Energy|Industry|Steel|Electricity	EJ/yr
Fin_Ene_Ind_Ste_Gas	Final Energy|Industry|Steel|Gases	EJ/yr
Fin_Ene_Ind_Ste_Gas_BioEne	Final Energy|Industry|Steel|Gases|Bioenergy	EJ/yr
Fin_Ene_Ind_Ste_Gas_Fos	Final Energy|Industry|Steel|Gases|Fossil	EJ/yr
Fin_Ene_Ind_Ste_Gas_Hyd_syn	Final Energy|Industry|Steel|Gases|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Ste_Heat	Final Energy|Industry|Steel|Heat	EJ/yr
Fin_Ene_Ind_Ste_Hyd	Final Energy|Industry|Steel|Hydrogen	EJ/yr
Fin_Ene_Ind_Ste_Liq	Final Energy|Industry|Steel|Liquids	EJ/yr
Fin_Ene_Ind_Ste_Liq_BioEne	Final Energy|Industry|Steel|Liquids|Bioenergy	EJ/yr
Fin_Ene_Ind_Ste_Liq_Fos	Final Energy|Industry|Steel|Liquids|Fossil	EJ/yr
Fin_Ene_Ind_Ste_Liq_Hyd_syn	Final Energy|Industry|Steel|Liquids|Hydrogen synfuel	EJ/yr
Fin_Ene_Ind_Ste_Oth	Final Energy|Industry|Steel|Other	EJ/yr
Fin_Ene_Ind_Ste_Solids	Final Energy|Industry|Steel|Solids	EJ/yr
Fin_Ene_Ind_Ste_SolidsBioEne	Final Energy|Industry|Steel|Solids|Bioenergy	EJ/yr
Fin_Ene_Ind_Ste_SolidsFos	Final Energy|Industry|Steel|Solids|Fossil	EJ/yr
Fin_Ene_Res_and_Com_Com	Final Energy|Residential and Commercial|Commercial	EJ/yr
Fin_Ene_Res_and_Com_Com_App	Final Energy|Residential and Commercial|Commercial|Appliances	EJ/yr
Fin_Ene_Res_and_Com_Com_Col	Final Energy|Residential and Commercial|Commercial|Cooling	EJ/yr
Fin_Ene_Res_and_Com_Com_Ele	Final Energy|Residential and Commercial|Commercial|Electricity	EJ/yr
Fin_Ene_Res_and_Com_Com_Gas	Final Energy|Residential and Commercial|Commercial|Gases	EJ/yr
Fin_Ene_Res_and_Com_Com_Heat	Final Energy|Residential and Commercial|Commercial|Heat	EJ/yr
Fin_Ene_Res_and_Com_Com_Heating	Final Energy|Residential and Commercial|Commercial|Heating	EJ/yr
Fin_Ene_Res_and_Com_Com_HeatingCok	Final Energy|Residential and Commercial|Commercial|Heating|Cooking	EJ/yr
Fin_Ene_Res_and_Com_Com_HeatingSpa	Final Energy|Residential and Commercial|Commercial|Heating|Space	EJ/yr
Fin_Ene_Res_and_Com_Com_HeatingWat	Final Energy|Residential and Commercial|Commercial|Heating|Water	EJ/yr
Fin_Ene_Res_and_Com_Com_Hyd	Final Energy|Residential and Commercial|Commercial|Hydrogen	EJ/yr
Fin_Ene_Res_and_Com_Com_Lig	Final Energy|Residential and Commercial|Commercial|Lighting	EJ/yr
Fin_Ene_Res_and_Com_Com_Liq	Final Energy|Residential and Commercial|Commercial|Liquids	EJ/yr
Fin_Ene_Res_and_Com_Com_Ofi_equ	Final Energy|Residential and Commercial|Commercial|Ofice equipment	EJ/yr
Fin_Ene_Res_and_Com_Com_Oth	Final Energy|Residential and Commercial|Commercial|Other	EJ/yr
Fin_Ene_Res_and_Com_Com_Solids	Final Energy|Residential and Commercial|Commercial|Solids	EJ/yr
Fin_Ene_Res_and_Com_Com_SolidsBio	Final Energy|Residential and Commercial|Commercial|Solids|Biomass	EJ/yr
Fin_Ene_Res_and_Com_Com_SolidsBio_Tra	Final Energy|Residential and Commercial|Commercial|Solids|Biomass|Traditional	EJ/yr
Fin_Ene_Res_and_Com_Com_SolidsCoa	Final Energy|Residential and Commercial|Commercial|Solids|Coal	EJ/yr
Fin_Ene_Res_and_Com_Com_Wat_Des	Final Energy|Residential and Commercial|Commercial|Water|Desalination	EJ/yr
Fin_Ene_Res_and_Com_Com_Wat_Gro_Ext	Final Energy|Residential and Commercial|Commercial|Water|Groundwater Extraction	EJ/yr
Fin_Ene_Res_and_Com_Com_Wat_Sur_Wat_Ext	Final Energy|Residential and Commercial|Commercial|Water|Surface Water Extraction	EJ/yr
Fin_Ene_Res_and_Com_Com_Wat_Tra	Final Energy|Residential and Commercial|Commercial|Water|Transfer	EJ/yr
Fin_Ene_Res_and_Com_Col	Final Energy|Residential and Commercial|Cooling	EJ/yr
Fin_Ene_Res_and_Com_HeatingCok	Final Energy|Residential and Commercial|Heating|Cooking	EJ/yr
Fin_Ene_Res_and_Com_HeatingSpa	Final Energy|Residential and Commercial|Heating|Space	EJ/yr
Fin_Ene_Res_and_Com_HeatingWat	Final Energy|Residential and Commercial|Heating|Water	EJ/yr
Fin_Ene_Res_and_Com_Ofi_equ	Final Energy|Residential and Commercial|Ofice equipment	EJ/yr
Fin_Ene_Res_and_Com_Res	Final Energy|Residential and Commercial|Residential	EJ/yr
Fin_Ene_Res_and_Com_Res_App	Final Energy|Residential and Commercial|Residential|Appliances	EJ/yr
Fin_Ene_Res_and_Com_Res_Col	Final Energy|Residential and Commercial|Residential|Cooling	EJ/yr
Fin_Ene_Res_and_Com_Res_Ele	Final Energy|Residential and Commercial|Residential|Electricity	EJ/yr
Fin_Ene_Res_and_Com_Res_Gas	Final Energy|Residential and Commercial|Residential|Gases	EJ/yr
Fin_Ene_Res_and_Com_Res_Heat	Final Energy|Residential and Commercial|Residential|Heat	EJ/yr
Fin_Ene_Res_and_Com_Res_Heating	Final Energy|Residential and Commercial|Residential|Heating	EJ/yr
Fin_Ene_Res_and_Com_Res_HeatingCok	Final Energy|Residential and Commercial|Residential|Heating|Cooking	EJ/yr
Fin_Ene_Res_and_Com_Res_HeatingSpa	Final Energy|Residential and Commercial|Residential|Heating|Space	EJ/yr
Fin_Ene_Res_and_Com_Res_HeatingWat	Final Energy|Residential and Commercial|Residential|Heating|Water	EJ/yr
Fin_Ene_Res_and_Com_Res_Hyd	Final Energy|Residential and Commercial|Residential|Hydrogen	EJ/yr
Fin_Ene_Res_and_Com_Res_Lig	Final Energy|Residential and Commercial|Residential|Lighting	EJ/yr
Fin_Ene_Res_and_Com_Res_Liq	Final Energy|Residential and Commercial|Residential|Liquids	EJ/yr
Fin_Ene_Res_and_Com_Res_Ofi_equ	Final Energy|Residential and Commercial|Residential|Ofice equipment	EJ/yr
Fin_Ene_Res_and_Com_Res_Oth	Final Energy|Residential and Commercial|Residential|Other	EJ/yr
Fin_Ene_Res_and_Com_Res_Solids	Final Energy|Residential and Commercial|Residential|Solids	EJ/yr
Fin_Ene_Res_and_Com_Res_SolidsBio	Final Energy|Residential and Commercial|Residential|Solids|Biomass	EJ/yr
Fin_Ene_Res_and_Com_Res_SolidsBio_Tra	Final Energy|Residential and Commercial|Residential|Solids|Biomass|Traditional	EJ/yr
Fin_Ene_Res_and_Com_Res_SolidsCoa	Final Energy|Residential and Commercial|Residential|Solids|Coal	EJ/yr
Fin_Ene_Tra_Avi_Fre	Final Energy|Transportation|Aviation|Freight	EJ/yr
Fin_Ene_Tra_Avi_Pss	Final Energy|Transportation|Aviation|Passenger	EJ/yr
Fin_Ene_Tra_Fre_Gas_BioEne	Final Energy|Transportation|Freight|Gases|Bioenergy	EJ/yr
Fin_Ene_Tra_Fre_Gas_Fos	Final Energy|Transportation|Freight|Gases|Fossil	EJ/yr
Fin_Ene_Tra_Fre_Liq_BioEne	Final Energy|Transportation|Freight|Liquids|Bioenergy	EJ/yr
Fin_Ene_Tra_Fre_Liq_Fos_syn	Final Energy|Transportation|Freight|Liquids|Fossil synfuel	EJ/yr
Fin_Ene_Tra_Gas_BioEne	Final Energy|Transportation|Gases|Bioenergy	EJ/yr
Fin_Ene_Tra_Gas_Fos	Final Energy|Transportation|Gases|Fossil	EJ/yr
Fin_Ene_Tra_Liq_BioEne	Final Energy|Transportation|Liquids|Bioenergy	EJ/yr
Fin_Ene_Tra_Liq_Fos_syn	Final Energy|Transportation|Liquids|Fossil synfuel	EJ/yr
Fin_Ene_Tra_Mar	Final Energy|Transportation|Maritime	EJ/yr
Fin_Ene_Tra_Pss_Gas_BioEne	Final Energy|Transportation|Passenger|Gases|Bioenergy	EJ/yr
Fin_Ene_Tra_Pss_Gas_Fos	Final Energy|Transportation|Passenger|Gases|Fossil	EJ/yr
Fin_Ene_Tra_Pss_Liq_BioEne	Final Energy|Transportation|Passenger|Liquids|Bioenergy	EJ/yr
Fin_Ene_Tra_Pss_Liq_Fos_syn	Final Energy|Transportation|Passenger|Liquids|Fossil synfuel	EJ/yr
Fin_Ene_Tra_Rai_Fre	Final Energy|Transportation|Rail|Freight	EJ/yr
Fin_Ene_Tra_Rai_Pss	Final Energy|Transportation|Rail|Passenger	EJ/yr
Fin_Ene_Tra_Roa_Fre	Final Energy|Transportation|Road|Freight	EJ/yr
Fin_Ene_Tra_Roa_Fre_Ele	Final Energy|Transportation|Road|Freight|Electric	EJ/yr
Fin_Ene_Tra_Roa_Fre_FC	Final Energy|Transportation|Road|Freight|FC	EJ/yr
Fin_Ene_Tra_Roa_Fre_ICE	Final Energy|Transportation|Road|Freight|ICE	EJ/yr
Fin_Ene_Tra_Roa_Pss	Final Energy|Transportation|Road|Passenger	EJ/yr
Fin_Ene_Tra_Roa_Pss_2Wa	Final Energy|Transportation|Road|Passenger|2W&3W	EJ/yr
Fin_Ene_Tra_Roa_Pss_Bus	Final Energy|Transportation|Road|Passenger|Bus	EJ/yr
Fin_Ene_Tra_Roa_Pss_LDV	Final Energy|Transportation|Road|Passenger|LDV	EJ/yr
GIN	GINI	-
Hum_Tox	Human Toxicity	Mt 1,4-DCB-eq
Hum_Tox_Ele	Human Toxicity|Electricity	Mt 1,4-DCB-eq
Imp_Ind	Import|Industry	billion US$2010/yr
Imp_Ind_Ene	Import|Industry|Energy	billion US$2010/yr
Imp_Ind_Ene_Int	Import|Industry|Energy Intensive	billion US$2010/yr
Imp_Ind_Man	Import|Industry|Manufacturing	billion US$2010/yr
Inc_LQ2	Income|LQ25	US$2010/capita
Inc_Med	Income|Median	US$2010/capita
Inv_Ene_Dem_Tra_Fre_Avi	Investment|Energy Demand|Transportation|Freight|Aviation	billion US$2010/yr
Inv_Ene_Dem_Tra_Fre_Rai	Investment|Energy Demand|Transportation|Freight|Railways	billion US$2010/yr
Inv_Ene_Dem_Tra_Pss_Avi	Investment|Energy Demand|Transportation|Passenger|Aviation	billion US$2010/yr
Inv_Ene_Dem_Tra_Pss_Rai	Investment|Energy Demand|Transportation|Passenger|Railways	billion US$2010/yr
Inv_Ene_Sup_Ext_BioEne	Investment|Energy Supply|Extraction|Bioenergy	billion US$2010/yr
Inv_Ene_Sup_Hyd_Bio	Investment|Energy Supply|Hydrogen|Biomass	billion US$2010/yr
Inv_Ene_Sup_Hyd_Ele	Investment|Energy Supply|Hydrogen|Electricity	billion US$2010/yr
Inv_Inf_Ind_Gre	Investment|Infrastructure|Industry|Green	billion US$2010/yr
Inv_Inf_Ind_Non	Investment|Infrastructure|Industry|Non-Green	billion US$2010/yr
Inv_Inf_Tra_Avi	Investment|Infrastructure|Transportation|Aviation	billion US$2010/yr
Inv_Inf_Tra_Mar	Investment|Infrastructure|Transportation|Maritime	billion US$2010/yr
Inv_Inf_Tra_Rai	Investment|Infrastructure|Transportation|Rail	billion US$2010/yr
Inv_Inf_Tra_Roa	Investment|Infrastructure|Transportation|Road	billion US$2010/yr
Inv_Inf_Wat_Col	Investment|Infrastructure|Water|Cooling	billion US$2010/yr
